identifier,sent,status,msgType,senderName,event,responseType,urgency,severity,certainty,headline,description,instruction,areaDesc,date,time,description_clean,prediction,true_num,pred_num,error
NWS-IDP-PROD-4253104-3584893,2020-06-04T17:17:00.000Z,Actual,Update,NWS Little Rock AR,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 4 at 12:17PM CDT until June 4 at 12:45PM CDT by NWS Little Rock AR,"At 1217 PM CDT, a severe thunderstorm was located over Cossatot River
State Park, or 13 miles northwest of Umpire, moving south at 20 mph.

HAZARD...60 mph wind gusts and penny size hail.

SOURCE...Radar indicated.

IMPACT...Expect damage to roofs, siding, and trees.

Locations impacted include...
Hartley...                        Cossatot River State Park...","For your protection move to an interior room on the lowest floor of a
building.","Polk, AR",2020-06-04,17:17:00,"at 1217 pm cdt, a severe thunderstorm was located over cossatot river state park, or 13 miles northwest of umpire, moving south at 20 mph. hazard...60 mph wind gusts and penny size hail. source...radar indicated. impact...expect damage to roofs, siding, and trees. locations impacted include... hartley... cossatot river state park...",Severe,3,3,0
NWS-130404-679204-470506,2013-12-24T14:10:20.000Z,Actual,Alert,NWS Blacksburg VA,Flood Warning,['Avoid'],Expected,Severe,Likely,Flood Warning issued December 24 at 9:10AM EST expiring December 25 at 5:48PM EST by NWS Blacksburg VA,"...THE NATIONAL WEATHER SERVICE IN BLACKSBURG VA HAS ISSUED
A FLOOD WARNING FOR THE FOLLOWING RIVERS IN VIRGINIA...

  DAN RIVER AT SOUTH BOSTON AFFECTING HALIFAX COUNTY

FOR THE DAN RIVER...INCLUDING SOUTH BOSTON DO NOT DRIVE THROUGH FLOODED AREAS...THE WATER MAY BE MUCH DEEPER 
THAN YOU THINK.

LISTEN TO NOAA WEATHER RADIO OR YOUR FAVORITE MEDIA OUTLET FOR LATER 
STATEMENTS OR WARNINGS.VAC083-250210-
/O.NEW.KRNK.FL.W.0043.131224T1425Z-131225T2248Z/
/SBNV2.1.ER.131224T1425Z.131225T0000Z.131225T1048Z.NO/
910 AM EST TUE DEC 24 2013

THE NATIONAL WEATHER SERVICE IN BLACKSBURG VA HAS ISSUED A 

* FLOOD WARNING FOR 
  THE DAN RIVER AT SOUTH BOSTON.
* FROM THIS MORNING UNTIL WEDNESDAY AFTERNOON.
* AT 08AM TUESDAY THE STAGE WAS...18.7 FEET.
* MINOR FLOODING IS FORECAST.
* FLOOD STAGE IS 19.0 FEET. 
* FORECAST...RISE ABOVE FLOOD STAGE BY LATE THIS MORNING AND CONTINUE
  TO RISE TO NEAR 20.0 FEET BY THIS EVENING. THE RIVER WILL FALL 
  BELOW FLOOD STAGE BY EARLY TOMORROW.
* AT 19.0 FEET...THERE IS FLOODING OF LOW-LYING AGRICULTURAL LAND AND 
  WOODLANDS.
* THIS CREST COMPARES TO A PREVIOUS CREST OF 20.1 FEET ON MAY 8 2013.",,Halifax,2013-12-24,14:10:20,...the national weather service in blacksburg va has issued a flood warning for the following rivers in virginia... dan river at south boston affecting halifax county for the dan river...including south boston do not drive through flooded areas...the water may be much deeper than you think. listen to noaa weather radio or your favorite media outlet for later statements or warnings.vac083-250210- /o.new.krnk.fl.w.0043.131224t1425z-131225t2248z/ /sbnv2.1.er.131224t1425z.131225t0000z.131225t1048z.no/ 910 am est tue dec 24 2013 the national weather service in blacksburg va has issued a * flood warning for the dan river at south boston. * from this morning until wednesday afternoon. * at 08am tuesday the stage was...18.7 feet. * minor flooding is forecast. * flood stage is 19.0 feet. * forecast...rise above flood stage by late this morning and continue to rise to near 20.0 feet by this evening. the river will fall below flood stage by early tomorrow. * at 19.0 feet...there is flooding of low-lying agricultural land and woodlands. * this crest compares to a previous crest of 20.1 feet on may 8 2013.,Severe,3,3,0
NWS-IDP-PROD-4261490-3590496,2020-06-07T20:11:00.000Z,Actual,Update,NWS Jacksonville FL,Tornado Warning,['Shelter'],Immediate,Extreme,Observed,Tornado Warning issued June 7 at 4:11PM EDT until June 7 at 4:30PM EDT by NWS Jacksonville FL,"At 410 PM EDT, a severe thunderstorm capable of producing a tornado
was located near Watertown, or near Lake City, moving north at 15
mph.

HAZARD...Tornado.

SOURCE...Radar indicated rotation.

IMPACT...Flying debris will be dangerous to those caught without
shelter. Mobile homes will be damaged or destroyed. Damage
to roofs, windows, and vehicles will occur.  Tree damage is
likely.

This tornadic thunderstorm will remain over mainly rural areas of
east central Columbia County.","TAKE COVER NOW! Move to a basement or an interior room on the lowest
floor of a sturdy building. Avoid windows. If you are outdoors, in a
mobile home, or in a vehicle, move to the closest substantial shelter
and protect yourself from flying debris.

Torrential rainfall is occurring with this storm, and may lead to
flash flooding. Do not drive your vehicle through flooded roadways.","Columbia, FL",2020-06-07,20:11:00,"at 410 pm edt, a severe thunderstorm capable of producing a tornado was located near watertown, or near lake city, moving north at 15 mph. hazard...tornado. source...radar indicated rotation. impact...flying debris will be dangerous to those caught without shelter. mobile homes will be damaged or destroyed. damage to roofs, windows, and vehicles will occur. tree damage is likely. this tornadic thunderstorm will remain over mainly rural areas of east central columbia county.",Severe,4,3,-1
NWS-IDP-PROD-4259634-3589190,2020-06-07T00:50:00.000Z,Actual,Update,NWS Melbourne FL,Tornado Warning,['Shelter'],Immediate,Extreme,Observed,Tornado Warning issued June 6 at 8:50PM EDT until June 6 at 9:00PM EDT by NWS Melbourne FL,"At 850 PM EDT, a severe squall line capable of producing both
tornadoes and extensive straight line wind damage was located over
Windermere, moving northeast at 45 mph.

HAZARD...Tornado.

SOURCE...Radar indicated rotation.

IMPACT...Flying debris will be dangerous to those caught without
shelter. Mobile homes will be damaged or destroyed. Damage
to roofs, windows, and vehicles will occur.  Tree damage is
likely.

Locations impacted include...
Orlando, Ocoee, Winter Garden, Windermere and Bay Lake.","TAKE COVER NOW! Move to an interior room on the lowest floor of a
sturdy building. Avoid windows. If you are outdoors, in a mobile
home, or in a vehicle, move to the closest substantial shelter and
protect yourself from flying debris.

Tornadoes are extremely difficult to see and confirm at night. Do not
wait to see or hear the tornado. TAKE COVER NOW!","Orange, FL",2020-06-07,00:50:00,"at 850 pm edt, a severe squall line capable of producing both tornadoes and extensive straight line wind damage was located over windermere, moving northeast at 45 mph. hazard...tornado. source...radar indicated rotation. impact...flying debris will be dangerous to those caught without shelter. mobile homes will be damaged or destroyed. damage to roofs, windows, and vehicles will occur. tree damage is likely. locations impacted include... orlando, ocoee, winter garden, windermere and bay lake.",Severe,4,3,-1
NWS-IDP-PROD-4264501-3592717,2020-06-09T02:40:00.000Z,Actual,Alert,NWS Sioux Falls SD,Tornado Warning,['Shelter'],Immediate,Extreme,Observed,Tornado Warning issued June 8 at 9:40PM CDT until June 8 at 10:15PM CDT by NWS Sioux Falls SD,"The National Weather Service in Sioux Falls has issued a

* Tornado Warning for...
Southeastern Charles Mix County in south central South Dakota...

* Until 1015 PM CDT.

* At 939 PM CDT, a severe thunderstorm capable of producing a tornado
was located over Marty, or 8 miles southeast of Pickstown, moving
northeast at 35 mph.

HAZARD...Tornado and hail up to two inches in diameter.

SOURCE...Radar indicated rotation.

IMPACT...Flying debris will be dangerous to those caught without
shelter. Mobile homes will be damaged or destroyed.
Damage to roofs, windows, and vehicles will occur.  Tree
damage is likely.

* This dangerous storm will be near...
Wagner and Dante around 1000 PM CDT.","TAKE COVER NOW! Move to a basement or an interior room on the lowest
floor of a sturdy building. Avoid windows. If you are outdoors, in a
mobile home, or in a vehicle, move to the closest substantial shelter
and protect yourself from flying debris.","Charles Mix, SD",2020-06-09,02:40:00,"the national weather service in sioux falls has issued a * tornado warning for... southeastern charles mix county in south central south dakota... * until 1015 pm cdt. * at 939 pm cdt, a severe thunderstorm capable of producing a tornado was located over marty, or 8 miles southeast of pickstown, moving northeast at 35 mph. hazard...tornado and hail up to two inches in diameter. source...radar indicated rotation. impact...flying debris will be dangerous to those caught without shelter. mobile homes will be damaged or destroyed. damage to roofs, windows, and vehicles will occur. tree damage is likely. * this dangerous storm will be near... wagner and dante around 1000 pm cdt.",Severe,4,3,-1
urn:oid:2.49.0.1.840.0.984e337db44ea587d91cd4623650f305d873445c.003.1,2022-12-22T15:15:00.000Z,Actual,Alert,NWS Detroit/Pontiac MI,Storm Warning,['Avoid'],Immediate,Severe,Observed,Storm Warning issued December 22 at 10:15AM EST until December 24 at 4:00AM EST by NWS Detroit/Pontiac MI,"* WHAT...During the Storm Warning, expect sustained winds up to
39 knots from the west with gusts up to 55 knots. The largest
significant waves will be 7 feet with a potential maximum wave
height of 10 feet. During the Low Water Advisory, abnormally
low water levels expected.

* WHERE...Michigan Waters of Lake Erie from Detroit River to
North Cape MI.

* WHEN...The maximum winds are expected around 1 PM EST Friday
with the largest waves expected around 1 PM EST Friday.

* IMPACTS...Very strong winds will cause hazardous waves which
could capsize or damage vessels and reduce visibility. Below
normal water levels will result in hazardous navigating
conditions.

* ADDITIONAL DETAILS...Storm force winds will cause water levels
to drop rapidly across the western basin of Lake Erie. Water
levels are forecast to reach 2 to 4 feet below low water datum,
which is well below the critical mark of 6 inches for safe
navigation.
","Mariners should remain in port, alter course, and/or secure the
vessel for severe conditions.

Mariners should navigate shallow waters with extreme caution due
to below normal water levels.",,2022-12-22,15:15:00,"* what...during the storm warning, expect sustained winds up to 39 knots from the west with gusts up to 55 knots. the largest significant waves will be 7 feet with a potential maximum wave height of 10 feet. during the low water advisory, abnormally low water levels expected. * where...michigan waters of lake erie from detroit river to north cape mi. * when...the maximum winds are expected around 1 pm est friday with the largest waves expected around 1 pm est friday. * impacts...very strong winds will cause hazardous waves which could capsize or damage vessels and reduce visibility. below normal water levels will result in hazardous navigating conditions. * additional details...storm force winds will cause water levels to drop rapidly across the western basin of lake erie. water levels are forecast to reach 2 to 4 feet below low water datum, which is well below the critical mark of 6 inches for safe navigation.",Severe,3,3,0
NWS-130404-695830-482326,2014-01-04T09:50:45.000Z,Actual,Cancel,NWS Bismarck ND,Blizzard Warning,['Prepare'],Expected,Extreme,Likely,Blizzard Warning issued January 4 at 3:50AM CST expiring January 4 at 12:00PM CST by NWS Bismarck ND,".VERY COLD ARCTIC AIR WILL MOVE INTO NORTH DAKOTA TODAY...AND
REMAIN THROUGH MONDAY. WIND CHILLS WILL STEADILY DECREASE
THROUGHOUT THE DAY. LIFE THREATENING WIND CHILLS TO 60 BELOW ZERO
ARE EXPECTED TONIGHT THROUGH SUNDAY AND MONDAY.

FROSTBITE CAN OCCUR IN 5 MINUTES OR LESS WITH THESE WIND CHILLS.
AVOID OUTDOOR ACTIVITY. IF TRAVELING...BE READY FOR THE
CHALLENGES YOU COULD FACE IF STRANDED. BE SURE YOUR VEHICLE HAS
PLENTY OF GAS AND DRESS FOR THE OUTSIDE WEATHER...NOT THE INSIDE
TEMPERATURE. PRECAUTIONS SHOULD ALSO BE TAKEN TO PROTECT PETS AND
LIVESTOCK....BLIZZARD WARNING IS CANCELLED...

THE NATIONAL WEATHER SERVICE IN BISMARCK HAS ISSUED A WIND CHILL
WARNING...WHICH IS IN EFFECT UNTIL 6 PM CST MONDAY. THE BLIZZARD
WARNING HAS BEEN CANCELLED. 

* WIND CHILLS...TO 60 BELOW ZERO TONIGHT THROUGH MONDAY. 

* IMPACTS...LIFE THREATENING COLD. FROSTBITE CAN OCCUR IN FIVE
  MINUTES OR LESS.","A WIND CHILL WARNING MEANS THE COMBINATION OF WIND AND VERY COLD
AIR WILL CREATE DANGEROUSLY LOW WIND CHILL VALUES. THIS WILL
RESULT IN FROST BITE AND LEAD TO HYPOTHERMIA OR DEATH IF
PRECAUTIONS ARE NOT TAKEN.

",Foster; Stutsman,2014-01-04,09:50:45,.very cold arctic air will move into north dakota today...and remain through monday. wind chills will steadily decrease throughout the day. life threatening wind chills to 60 below zero are expected tonight through sunday and monday. frostbite can occur in 5 minutes or less with these wind chills. avoid outdoor activity. if traveling...be ready for the challenges you could face if stranded. be sure your vehicle has plenty of gas and dress for the outside weather...not the inside temperature. precautions should also be taken to protect pets and livestock....blizzard warning is cancelled... the national weather service in bismarck has issued a wind chill warning...which is in effect until 6 pm cst monday. the blizzard warning has been cancelled. * wind chills...to 60 below zero tonight through monday. * impacts...life threatening cold. frostbite can occur in five minutes or less.,Severe,4,3,-1
NWS-IDP-PROD-4263033-3591744,2020-06-08T09:42:00.000Z,Actual,Update,NWS San Francisco CA,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued June 8 at 2:42AM PDT until June 9 at 3:00AM PDT by NWS San Francisco CA,"* WHAT...Northwest winds 15 to 25 kt with gusts up to 30 kt.

* WHERE...Waters from Point Reyes to Pigeon Point 10-60 NM.

* WHEN...Until 3 AM PDT Tuesday.

* IMPACTS...Conditions will be hazardous to small craft.","Inexperienced mariners, especially those operating smaller
vessels, should avoid navigating in hazardous conditions.",Waters from Point Reyes to Pigeon Point 10-60 NM,2020-06-08,09:42:00,* what...northwest winds 15 to 25 kt with gusts up to 30 kt. * where...waters from point reyes to pigeon point 10-60 nm. * when...until 3 am pdt tuesday. * impacts...conditions will be hazardous to small craft.,Severe,1,3,2
NWS-IDP-PROD-4256082-3586854,2020-06-05T19:00:00.000Z,Actual,Update,NWS Blacksburg VA,Flash Flood Watch,['Monitor'],Future,Severe,Possible,Flash Flood Watch issued June 5 at 3:00PM EDT until June 6 at 12:00AM EDT by NWS Blacksburg VA,"...Thunderstorms with Heavy Rain May Produce Flash Flooding...

The Flash Flood Watch continues for

* Portions of North Carolina, Virginia, and southeast West
Virginia, including the following areas, in North Carolina,
Alleghany NC, Ashe, Surry, Watauga, and Wilkes. In Virginia,
Alleghany VA, Amherst, Bath, Bedford, Bland, Botetourt,
Carroll, Craig, Floyd, Franklin, Giles, Grayson, Montgomery,
Patrick, Pulaski, Roanoke, Rockbridge, Smyth, Tazewell, and
Wythe. In southeast West Virginia, Eastern Greenbrier, Mercer,
Monroe, Summers, and Western Greenbrier.

* Until midnight EDT tonight

* Very heavy rainfall rates and multiple rounds of storms may
produce flash flooding this afternoon and evening. Due to
rainfall on Thursday, even only a short duration of very heavy
rain may cause flash flooding.

* In urban areas flooding is possible in poor-drainage areas,
low- lying intersections and along steams and creeks. In more
rural areas streams and creeks may also quickly rise out of
their banks flooding roads and low-water crossings.","A Flash Flood Watch means that conditions may develop that lead
to flash flooding. Flash flooding is a VERY DANGEROUS SITUATION.
Remember...TURN AROUND...DON'T DROWN!

You should monitor later forecasts and be prepared to take action
should Flash Flood Warnings be issued.",Montgomery; Patrick; Monroe; Western Greenbrier; Watauga; Summers; Bland; Roanoke; Botetourt; Grayson; Eastern Greenbrier; Craig; Bath; Alleghany; Surry; Rockbridge; Wilkes; Tazewell; Franklin; Carroll; Bedford; Wythe; Mercer; Floyd; Alleghany; Giles; Pulaski; Amherst; Smyth; Ashe,2020-06-05,19:00:00,"...thunderstorms with heavy rain may produce flash flooding... the flash flood watch continues for * portions of north carolina, virginia, and southeast west virginia, including the following areas, in north carolina, alleghany nc, ashe, surry, watauga, and wilkes. in virginia, alleghany va, amherst, bath, bedford, bland, botetourt, carroll, craig, floyd, franklin, giles, grayson, montgomery, patrick, pulaski, roanoke, rockbridge, smyth, tazewell, and wythe. in southeast west virginia, eastern greenbrier, mercer, monroe, summers, and western greenbrier. * until midnight edt tonight * very heavy rainfall rates and multiple rounds of storms may produce flash flooding this afternoon and evening. due to rainfall on thursday, even only a short duration of very heavy rain may cause flash flooding. * in urban areas flooding is possible in poor-drainage areas, low- lying intersections and along steams and creeks. in more rural areas streams and creeks may also quickly rise out of their banks flooding roads and low-water crossings.",Severe,3,3,0
NWS-IDP-PROD-4257990-3588067,2020-06-06T14:57:00.000Z,Actual,Update,NWS Tallahassee FL,High Surf Advisory,['Avoid'],Expected,Minor,Likely,High Surf Advisory issued June 6 at 10:57AM EDT until June 8 at 8:00PM EDT by NWS Tallahassee FL,"* WHAT...For the High Surf Advisory, large breaking waves of 6 to
8 feet expected in the surf zone. For the Coastal Flood
Advisory, minor coastal flooding with inundation values of 1 to
3 feet expected. For the High Rip Current Risk, dangerous rip
currents.

* WHERE...Coastal Franklin County.

* WHEN...For the High Surf Advisory, from 2 PM this afternoon to
8 PM EDT Monday. For the Coastal Flood Advisory, from 11 PM
this evening to 11 PM EDT Sunday. For the High Rip Current
Risk, through late Monday night.

* IMPACTS...Flooding of lots, parks, and roads with only isolated
road closures expected. Dangerous swimming and surfing
conditions and localized beach erosion. Rip currents can sweep
even the best swimmers away from shore into deeper water.","If travel is required, allow extra time as some roads may be
closed. Do not drive around barricades or through water of
unknown depth. Take the necessary actions to protect flood-prone
property.

Inexperienced swimmers should remain out of the water due to
dangerous surf conditions.

Swim near a lifeguard. If caught in a rip current, relax and
float. Don't swim against the current. If able, swim in a
direction following the shoreline. If unable to escape, face the
shore and call or wave for help.",Coastal Franklin,2020-06-06,14:57:00,"* what...for the high surf advisory, large breaking waves of 6 to 8 feet expected in the surf zone. for the coastal flood advisory, minor coastal flooding with inundation values of 1 to 3 feet expected. for the high rip current risk, dangerous rip currents. * where...coastal franklin county. * when...for the high surf advisory, from 2 pm this afternoon to 8 pm edt monday. for the coastal flood advisory, from 11 pm this evening to 11 pm edt sunday. for the high rip current risk, through late monday night. * impacts...flooding of lots, parks, and roads with only isolated road closures expected. dangerous swimming and surfing conditions and localized beach erosion. rip currents can sweep even the best swimmers away from shore into deeper water.",Severe,1,3,2
NWS-IDP-PROD-4252850,2020-06-04T13:56:00.000Z,Actual,Alert,NWS Key West FL,Marine Weather Statement,['Monitor'],Expected,Minor,Observed,Marine Weather Statement issued June 4 at 9:56AM EDT by NWS Key West FL,"The areas affected include...
Hawk Channel and Straits of Florida from Craig Key to 20 nm west of
Dry Tortugas out 60 nm...
Straits of Florida from Ocean Reef to Craig Key out 60 nm...
Bay and Gulf Side from Craig Key to Halfmoon Shoal out to 5
fathoms...
Gulf of Mexico including Dry Tortugas and Rebecca Shoal Channel...
Gulf Waters from East Cape Sable to Chokoloskee 20 to 60 nm out and
beyond 5 fathoms...

At 955 AM EDT, National Weather Service meteorologists detected a
line of thunderstorms, capable of producing wind gusts near 30 knots.
These thunderstorms were located along a line extending from 19 nm
northwest of Tortugas Ecological Reserve North to 12 nm south of
Cosgrove Shoal Light to 11 nm west of Elbow Cay, moving north at 30
knots.

Locations include...
Big Pine Shoal, Annette Key, Vandenberg, Howe Key, East Sambo, Wood's
Wall West Crack and Wood's Wall East Crack.

Prepare for thunderstorms with wind gusts near 30 knots...locally
rough and confused seas...occasional lightning strikes...and
potentially blinding downpours.",,Straits of Florida from Craig Key to west end of Seven Mile Bridge 20 to 60 NM out; Hawk Channel from Craig Key to west end of Seven Mile Bridge out to the reef; Straits of Florida from Halfmoon Shoal to 20 NM west of Dry Tortugas out 20 NM; Straits of Florida from Ocean Reef to Craig Key 20 to 60 NM out; Gulf of Mexico from West End of Seven Mile Bridge to Halfmoon Shoal out to 5 Fathoms; Gulf waters from East Cape Sable to Chokoloskee 20 to 60 NM out and beyond 5 fathoms; Gulf of Mexico including Dry Tortugas and Rebecca Shoal Channel; Straits of Florida from Craig Key to west end of Seven Mile Bridge out 20 NM; Bayside and Gulf side from Craig Key to West End of Seven Mile Bridge; Straits of Florida from west end of Seven Mile Bridge to south of Halfmoon Shoal out 20 NM; Straits of Florida from west end of Seven Mile Bridge to south of Halfmoon Shoal 20 to 60 NM out; Straits of Florida from Ocean Reef to Craig Key out 20 NM; Straits of Florida from Halfmoon Shoal to 20 NM west of Dry Tortugas 20 to 60 NM out; Hawk Channel from west end of Seven Mile Bridge to Halfmoon Shoal out to the reef,2020-06-04,13:56:00,"the areas affected include... hawk channel and straits of florida from craig key to 20 nm west of dry tortugas out 60 nm... straits of florida from ocean reef to craig key out 60 nm... bay and gulf side from craig key to halfmoon shoal out to 5 fathoms... gulf of mexico including dry tortugas and rebecca shoal channel... gulf waters from east cape sable to chokoloskee 20 to 60 nm out and beyond 5 fathoms... at 955 am edt, national weather service meteorologists detected a line of thunderstorms, capable of producing wind gusts near 30 knots. these thunderstorms were located along a line extending from 19 nm northwest of tortugas ecological reserve north to 12 nm south of cosgrove shoal light to 11 nm west of elbow cay, moving north at 30 knots. locations include... big pine shoal, annette key, vandenberg, howe key, east sambo, wood's wall west crack and wood's wall east crack. prepare for thunderstorms with wind gusts near 30 knots...locally rough and confused seas...occasional lightning strikes...and potentially blinding downpours.",Severe,1,3,2
NWS-IDP-PROD-4255403-3586481,2020-06-05T09:36:00.000Z,Actual,Update,NWS San Francisco CA,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued June 5 at 2:36AM PDT until June 5 at 3:00PM PDT by NWS San Francisco CA,"* WHAT...Northwest winds 15 to 25 kt with gusts up to 30 kt and
seas 8 to 13 feet at 13 seconds.

* WHERE...Waters from Point Reyes to Pigeon Point 10-60 NM.

* WHEN...Until 3 PM PDT this afternoon.

* IMPACTS...Conditions will be hazardous to small craft.","Inexperienced mariners, especially those operating smaller
vessels, should avoid navigating in hazardous conditions.",Waters from Point Reyes to Pigeon Point 10-60 NM,2020-06-05,09:36:00,* what...northwest winds 15 to 25 kt with gusts up to 30 kt and seas 8 to 13 feet at 13 seconds. * where...waters from point reyes to pigeon point 10-60 nm. * when...until 3 pm pdt this afternoon. * impacts...conditions will be hazardous to small craft.,Severe,1,3,2
NWS-IDP-PROD-4253068,2020-06-04T16:57:00.000Z,Actual,Alert,NWS Louisville KY,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued June 4 at 12:57PM EDT by NWS Louisville KY,"At 1257 PM EDT, a strong thunderstorm was located near Hodgenville,
moving northeast at 20 mph.

Winds in excess of 40 mph and pea size hail are possible with this
storm.

Locations impacted include...
New Haven, Athertonville, Boundary Oak, Howardstown, Stiles, Leafdale
and Gleanings.

Torrential rainfall is also occurring with this storm, and may cause
localized flooding. Do not drive your vehicle through flooded
roadways.

Frequent cloud to ground lightning is occurring with this storm.
Lightning can strike 10 miles away from a thunderstorm. Seek a safe
shelter inside a building or vehicle.",,Larue; Nelson,2020-06-04,16:57:00,"at 1257 pm edt, a strong thunderstorm was located near hodgenville, moving northeast at 20 mph. winds in excess of 40 mph and pea size hail are possible with this storm. locations impacted include... new haven, athertonville, boundary oak, howardstown, stiles, leafdale and gleanings. torrential rainfall is also occurring with this storm, and may cause localized flooding. do not drive your vehicle through flooded roadways. frequent cloud to ground lightning is occurring with this storm. lightning can strike 10 miles away from a thunderstorm. seek a safe shelter inside a building or vehicle.",Severe,2,3,1
NWS-IDP-PROD-4253080-3584883,2020-06-04T17:08:00.000Z,Actual,Update,NWS Upton NY,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued June 4 at 1:08PM EDT until June 4 at 8:00PM EDT by NWS Upton NY,"* WHAT...Seas 3 to 5 ft.

* WHERE...Fire Island Inlet NY to Moriches Inlet NY out 20 nm.

* WHEN...Until 8 PM EDT this evening.

* IMPACTS...Conditions will be hazardous to small craft.","Inexperienced mariners, especially those operating smaller
vessels, should avoid navigating in hazardous conditions.",Fire Island Inlet NY to Moriches Inlet NY out 20 nm,2020-06-04,17:08:00,* what...seas 3 to 5 ft. * where...fire island inlet ny to moriches inlet ny out 20 nm. * when...until 8 pm edt this evening. * impacts...conditions will be hazardous to small craft.,Severe,1,3,2
NWS-130404-683412,2013-12-27T14:18:16.000Z,Actual,Alert,NWS Milwaukee/Sullivan WI,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued December 27 at 8:18AM CST by NWS Milwaukee/Sullivan WI,"PATCHES OF DENSE FOG ARE REDUCING VISIBILITIES TO 1/4 MILE OR
LESS.

LAW ENFORCEMENT REPORTS INDICATE BANKS OF DENSE FOG ARE DRIFTING
OVER AREA ROADS...WITH VISIBILITIES REDUCED TO A FEW HUNDRED
FEET...THEN CLEARING ON THE OTHER SIDE OF THE DENSE FOG BANK.

MORNING COMMUTERS SHOULD BE ALERT FOR SUDDEN CHANGES IN
VISIBILITIES AND KEEP A SAFE DISTANCE FROM OTHER VEHICLES. THE FOG
MAY SETTLE ON ROADS...BRIDGES AND SIDEWALKS MAKING THEM ICY IN
SPOTS.",,Ozaukee; Sheboygan; Green Lake; Walworth; Kenosha; Washington; Milwaukee; Racine; Columbia; Fond du Lac; Dane; Dodge; Green; Iowa; Jefferson; Lafayette; Marquette; Waukesha; Sauk; Rock,2013-12-27,14:18:16,patches of dense fog are reducing visibilities to 1/4 mile or less. law enforcement reports indicate banks of dense fog are drifting over area roads...with visibilities reduced to a few hundred feet...then clearing on the other side of the dense fog bank. morning commuters should be alert for sudden changes in visibilities and keep a safe distance from other vehicles. the fog may settle on roads...bridges and sidewalks making them icy in spots.,Severe,2,3,1
NWS-IDP-PROD-4261385-3590448,2020-06-07T19:26:00.000Z,Actual,Alert,NWS San Juan PR,Flood Advisory,['Avoid'],Expected,Minor,Likely,Flood Advisory issued June 7 at 2:26PM AST until June 7 at 5:30PM AST by NWS San Juan PR,"The National Weather Service in San Juan has issued a

* Urban and Small Stream Flood Advisory for...
Utuado Municipality in Puerto Rico...

* Until 530 PM AST

* At 325 PM AST, Doppler radar indicated heavy rain due to
thunderstorms. This will cause urban and small stream flooding in
the advisory area. Up to two inches of rain have already fallen in
isolated areas across the northern half of the municipality.

Additional rainfall of one to two inches is expected over the area.
This additional rain will create or aggravate any ongoing flooding.
Mudslides are possible near areas of steep terrain.","Turn around, don't drown when encountering flooded roads. Most flood
deaths occur in vehicles.

A Flood Advisory means river or stream flows are elevated, or ponding
of water in urban or other areas is occurring or is imminent.","Utuado, PR",2020-06-07,19:26:00,"the national weather service in san juan has issued a * urban and small stream flood advisory for... utuado municipality in puerto rico... * until 530 pm ast * at 325 pm ast, doppler radar indicated heavy rain due to thunderstorms. this will cause urban and small stream flooding in the advisory area. up to two inches of rain have already fallen in isolated areas across the northern half of the municipality. additional rainfall of one to two inches is expected over the area. this additional rain will create or aggravate any ongoing flooding. mudslides are possible near areas of steep terrain.",Severe,1,3,2
NWS-IDP-PROD-4262051-3590957,2020-06-08T00:32:00.000Z,Actual,Alert,NWS Aberdeen SD,Tornado Warning,['Shelter'],Immediate,Extreme,Observed,Tornado Warning issued June 7 at 7:32PM CDT until June 7 at 8:00PM CDT by NWS Aberdeen SD,"The National Weather Service in Aberdeen has issued a

* Tornado Warning for...
Western Faulk County in north central South Dakota...

* Until 800 PM CDT.

* At 732 PM CDT, a severe thunderstorm capable of producing a tornado
was located 8 miles south of Seneca, or 16 miles west of Faulkton,
moving northeast at 65 mph.

HAZARD...Tornado and half dollar size hail.

SOURCE...Radar indicated rotation.

IMPACT...Flying debris will be dangerous to those caught without
shelter. Mobile homes will be damaged or destroyed.
Damage to roofs, windows, and vehicles will occur.  Tree
damage is likely.

* This dangerous storm will be near...
Burkmere around 740 PM CDT.
Brentwood Colony around 745 PM CDT.
Norbeck around 750 PM CDT.","TAKE COVER NOW! Move to a basement or an interior room on the lowest
floor of a sturdy building. Avoid windows. If you are outdoors, in a
mobile home, or in a vehicle, move to the closest substantial shelter
and protect yourself from flying debris.","Faulk, SD",2020-06-08,00:32:00,"the national weather service in aberdeen has issued a * tornado warning for... western faulk county in north central south dakota... * until 800 pm cdt. * at 732 pm cdt, a severe thunderstorm capable of producing a tornado was located 8 miles south of seneca, or 16 miles west of faulkton, moving northeast at 65 mph. hazard...tornado and half dollar size hail. source...radar indicated rotation. impact...flying debris will be dangerous to those caught without shelter. mobile homes will be damaged or destroyed. damage to roofs, windows, and vehicles will occur. tree damage is likely. * this dangerous storm will be near... burkmere around 740 pm cdt. brentwood colony around 745 pm cdt. norbeck around 750 pm cdt.",Severe,4,3,-1
